Group1; SecondsElapsed; DateTimePC; N95_NTC1 | N95_NTC2 | N95_TestSB || N13_NTC1 | N13_NTC2 | N13_TestSB || N18_NTC1 | N18_NTC2 | N18_TestSB || N19_NTC1 | N19_NTC2 | N19_TestSB || N25_NTC1 | N25_NTC2 | N25_TestSB
Group2; 1269.478491; 2026-07-07 08:02:16.578261; 858161 | 858961 | 859229 || 856696 | 16777216 | 858770 || 860892 | 857747 | 856296 || 857508 | 860417 | 859098 || 859567 | 857401 | 857990
Group2; 1280.918052; 2026-07-07 08:02:28.017822; 858292 | 859198 | 859521 || 857111 | 16777216 | 859024 || 861248 | 857835 | 856260 || 857668 | 860280 | 859030 || 859507 | 857325 | 857989
Group2; 1292.329357; 2026-07-07 08:02:39.429127; 858224 | 859202 | 859447 || 856923 | 16777216 | 858900 || 861159 | 857821 | 856293 || 857688 | 860556 | 859212 || 859688 | 857462 | 858070
Group2; 1303.76071; 2026-07-07 08:02:50.860480; 858183 | 858943 | 859065 || 856605 | 16777216 | 858738 || 861114 | 857871 | 856350 || 857854 | 860434 | 859042 || 859631 | 857373 | 857912
Group2; 1315.196221; 2026-07-07 08:03:02.295991; 857967 | 858774 | 859186 || 856881 | 16777216 | 858851 || 861064 | 857769 | 856530 || 857600 | 860530 | 859154 || 859626 | 857281 | 857949
Group2; 1326.634204; 2026-07-07 08:03:13.733974; 857891 | 858708 | 859183 || 857143 | 16777216 | 859186 || 861321 | 857816 | 856210 || 857626 | 860327 | 858924 || 859630 | 857413 | 857874
Group2; 1338.072671; 2026-07-07 08:03:25.172441; 858289 | 859022 | 859316 || 856916 | 16777216 | 858818 || 861087 | 857757 | 856174 || 857695 | 860537 | 859115 || 859673 | 857428 | 857901
Group2; 1349.495851; 2026-07-07 08:03:36.595621; 858146 | 858870 | 859161 || 856578 | 16777216 | 858799 || 861043 | 857749 | 856275 || 857625 | 860353 | 858966 || 859532 | 857266 | 857888
Group2; 1360.935146; 2026-07-07 08:03:48.034916; 858094 | 858848 | 859138 || 856768 | 16777216 | 858763 || 860921 | 857646 | 856122 || 857525 | 860399 | 858997 || 859509 | 857331 | 857850
Group2; 1372.375233; 2026-07-07 08:03:59.475003; 858008 | 858704 | 859056 || 856657 | 16777216 | 858914 || 861039 | 857818 | 856413 || 857665 | 860529 | 859211 || 859587 | 857399 | 857931
Group2; 1383.814131; 2026-07-07 08:04:10.913901; 858117 | 858814 | 859122 || 856819 | 16777216 | 858994 || 861143 | 857864 | 856502 || 857739 | 860661 | 859301 || 859630 | 857446 | 858044
Group2; 1395.237775; 2026-07-07 08:04:22.337545; 858115 | 858945 | 859217 || 856951 | 16777216 | 859160 || 861311 | 858103 | 856530 || 857867 | 860534 | 859128 || 859694 | 857456 | 858020
Group3; SecondsElapsed; DateTimePC; N86_NTC1 | N86_NTC2 | N86_TestSB || N87_NTC1 | N87_NTC2 | N87_TestSB || N98_NTC1 | N98_NTC2 | N98_TestSB
Group3; 1395.294728; 2026-07-07 08:04:22.394498; New Node Array: 86 87 98
Group3; 1395.29484; 2026-07-07 08:04:22.394610; 
Group3; 1402.142386; 2026-07-07 08:04:29.242156; N86_NTC1 | N86_NTC2 | N86_TestSB || N87_NTC1 | N87_NTC2 | N87_TestSB || N98_NTC1 | N98_NTC2 | N98_TestSB
Group3; 1409.006067; 2026-07-07 08:04:36.105837; 859844 | 859585 | 858553 || 859274 | 858995 | 858905 || 859751 | 860830 | 858289
Group3; 1415.869796; 2026-07-07 08:04:42.969566; 860074 | 859659 | 858638 || 859396 | 858927 | 858861 || 859637 | 860795 | 858308
