Group1; SecondsElapsed; DateTimePC; N88_NTC1 | N88_NTC2 | N88_TestSB || N89_NTC1 | N89_NTC2 | N89_TestSB || N90_NTC1 | N90_NTC2 | N90_TestSB || N91_NTC1 | N91_NTC2 | N91_TestSB
Group2; 658.84816; 2026-07-03 19:15:49.968873; 1282614 | 1282082 | 1286068 || 1286598 | 1283371 | 1282618 || 1286368 | 1284985 | 1286837 || 1283972 | 1286258 | 1282245
Group2; 668.000276; 2026-07-03 19:15:59.120989; 1282727 | 1282163 | 1286099 || 1286724 | 1283445 | 1282687 || 1286441 | 1285091 | 1286692 || 1284060 | 1286080 | 1282361
Group2; 677.151976; 2026-07-03 19:16:08.272689; 1282621 | 1282246 | 1286282 || 1286586 | 1283489 | 1282534 || 1286405 | 1284904 | 1286679 || 1283981 | 1286133 | 1282502
Group2; 686.303671; 2026-07-03 19:16:17.424384; 1282964 | 1282185 | 1285927 || 1286697 | 1283065 | 1282192 || 1286155 | 1284578 | 1286416 || 1283607 | 1286051 | 1281693
Group2; 695.45496; 2026-07-03 19:16:26.575673; 1282295 | 1281657 | 1285533 || 1286097 | 1282847 | 1282227 || 1285766 | 1284547 | 1286176 || 1283460 | 1285313 | 1281498
Group2; 704.606871; 2026-07-03 19:16:35.727584; 1281934 | 1281444 | 1285756 || 1285806 | 1282956 | 1281979 || 1285803 | 1284377 | 1285954 || 1283314 | 1285416 | 1281647
Group2; 713.758135; 2026-07-03 19:16:44.878848; 1282126 | 1281575 | 1285652 || 1286131 | 1282926 | 1282129 || 1285835 | 1284358 | 1286117 || 1283286 | 1285375 | 1281299
Group2; 722.893655; 2026-07-03 19:16:54.014368; 1282025 | 1281187 | 1285209 || 1285805 | 1282663 | 1282242 || 1285652 | 1284547 | 1286259 || 1283646 | 1285887 | 1281949
Group2; 732.046124; 2026-07-03 19:17:03.166837; 1282520 | 1281808 | 1285540 || 1286235 | 1282740 | 1281797 || 1285783 | 1284232 | 1286168 || 1283421 | 1286007 | 1281928
Group2; 741.19732; 2026-07-03 19:17:12.318033; 1282383 | 1281833 | 1285347 || 1286105 | 1282928 | 1282437 || 1286062 | 1284681 | 1286456 || 1283669 | 1286009 | 1282213
