"run","setpoint_C","Tref_C","node","channel","flag","counts","R_mean","resid_mK","bias_SM_mK","win_min","sprt_sd_mK","sprt_drift_mK","settled"
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N90","TestSB","ok",2357124.33333333,89036.7498113294,-59.450347779471,-9.3,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N91","NTC1","ok",2351480.8,88766.729412304,1.00512901453342,-57.3,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N91","NTC2","ok",2350484.15,88719.0796163633,11.6948367145717,-9.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-25,-25.1533770434643,"N91","TestSB","ok",2350418.95,88715.9627823237,12.3942872470089,-11.8,30,5.2,-0.6,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N92","NTC1","ok",1925517.15,69337.6249459981,7.00805355702272,-43.6,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N92","NTC2","ok",1924292.66666667,69284.3542477966,22.7556968537428,-6.2,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N92","TestSB","ok",1930221.8,69542.430358529,-53.4099289931262,-10.4,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N93","NTC1","ok",1930697.9,69563.1678274397,-59.5164325248234,-10.5,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N93","NTC2","ok",1925523.63333333,69337.9070385944,6.92469861035505,-7,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N93","TestSB","ok",1925374.8,69331.4313365514,8.83828567079803,-7.3,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N94","NTC1","ok",1930640.03333333,69560.647217228,-58.7743042155253,-3.4,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N94","NTC2","ok",1928713,69476.7257321178,-34.0486279696179,-5.4,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N94","TestSB","ok",1931442.56666667,69595.6075300622,-69.0647804853555,-6.7,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N96","NTC1","ok",1927577.83333333,69427.3060841447,-19.4725627808978,-3.5,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N96","NTC2","ok",1930679.13333333,69562.3503680188,-59.2757560902797,-4.3,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1705250242591,"N96","TestSB","ok",1924712.41666667,69302.6137280474,17.3563880461742,-34.5,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N29","NTC1","ok",1928843.76666667,69482.4194580834,-39.7335588989733,-31.4,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N29","NTC2","ok",1931546.13333333,69600.1195896083,-74.3988132680329,-6.3,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N29","TestSB","ok",1924334.43333333,69286.1710588661,18.2120557138035,-5.2,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N97","NTC1","ok",1922762.7,69217.8134357296,38.4388685158115,-4.3,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N97","NTC2","ok",1928027.05,69446.8613463301,-29.2480111848477,-6.5,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N97","TestSB","ok",1928540.61666667,69469.2202164605,-35.8420027870352,-16.1,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N98","NTC1","FAULTY",2279279.08333333,85342.4151044551,-4200.89120470288,-4169.9,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N98","NTC2","FAULTY",2164564.8,80014.7804198372,-2906.96411986661,-2852,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N98","TestSB","FAULTY",2074299.93333333,75917.115804065,-1844.5329844302,-1852.2,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N99","NTC1","ok",1932281.13333333,69632.1440326486,-83.8193734262802,-15.7,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N99","NTC2","ok",1927822.51666667,69437.9573827246,-26.6214280819668,-5.3,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665186834499,"N99","TestSB","ok",1923416.98333333,69246.2666185075,30.0169472669154,4.4,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N92","NTC1","ok",1925099.83870968,69319.4683862781,8.36572831904903,-42.2,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N92","NTC2","ok",1923842.17741935,69264.7594287128,24.5434669964055,-4.4,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N92","TestSB","ok",1929739.25806452,69521.414479059,-51.2275323734315,-8.2,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N93","NTC1","ok",1930253.83870968,69543.8258002732,-57.8290707660614,-8.8,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N93","NTC2","ok",1925112.40322581,69320.0150247349,8.20415633658911,-5.7,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N93","TestSB","ok",1924986.75806452,69314.5487070303,9.81992047501024,-6.3,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N94","NTC1","ok",1930212.14516129,69542.0098452091,-57.2942467335196,-1.9,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N94","NTC2","ok",1928335.75806452,69460.3011019942,-33.2137217358621,-4.5,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N94","TestSB","ok",1931063.82258065,69579.1077554698,-68.217001315233,-5.9,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N96","NTC1","ok",1927188.85483871,69410.3746406085,-18.4842217858687,-2.5,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N96","NTC2","ok",1930287.66129032,69545.2989487812,-58.2629220327107,-3.3,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1665168581065,"N96","TestSB","ok",1924345.12903226,69286.6363144399,18.0726390835133,-33.8,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N88","NTC1","ok",1932778.7,69653.8262388944,-91.4880865036416,-2.9,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N88","NTC2","ok",1923627.26666667,69255.4121817098,26.017498450603,-4.7,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N88","TestSB","ok",1926503.06666667,69380.5271457741,-10.9642699810699,-44.2,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N89","NTC1","ok",1924234.66666667,69281.8313290822,18.2022510664304,-2.8,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N89","NTC2","ok",1928765.2,69478.9985587955,-40.0183027219718,-6.1,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N89","TestSB","ok",1928756.5,69478.6197525661,-39.9066239714152,-26.7,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N90","NTC1","ok",1922653.9,69213.0823801298,38.5463450019365,-4.1,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N90","NTC2","ok",1929795.11666667,69523.8471452283,-53.2356490899808,-3.8,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N90","TestSB","ok",1930067.96666667,69535.7303029137,-56.7361428964936,-7.7,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N91","NTC1","ok",1925232,69325.218339373,5.37483531600813,-42.4,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N91","NTC2","ok",1924348.35,69286.7764245404,16.7397751036624,-7.5,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1652254290626,"N91","TestSB","ok",1924283.43333333,69283.9526086184,17.5748838070895,-10.1,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N29","NTC1","ok",1928825.22972973,69481.61232945,-41.2202237760262,-32.9,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N29","NTC2","ok",1931499.94594595,69598.1073443247,-75.5313220935712,-7.4,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N29","TestSB","ok",1924297.39189189,69284.559789866,16.9639602789395,-6.4,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N97","NTC1","ok",1922803.87837838,69219.6040640141,36.1841340243068,-6.6,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N97","NTC2","ok",1928034.59459459,69447.1897932201,-31.06950098773,-8.3,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N97","TestSB","ok",1928363.45945946,69461.5071395903,-35.2921682983443,-15.5,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N98","NTC1","FAULTY",2333104.22972973,87889.8743063422,-4789.83309413515,-4758.6,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N98","NTC2","FAULTY",2241604.67567568,83577.6182740121,-3784.22637687492,-3729.2,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N98","TestSB","FAULTY",2177060.54054054,80588.5191740256,-3052.58577665204,-3059.8,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N99","NTC1","ok",1932187.22972973,69628.0523057027,-84.3405972532487,-16.3,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N99","NTC2","ok",1927782.28378378,69436.2059682645,-27.8293418102074,-6.5,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.164794075104,"N99","TestSB","ok",1923202.87837838,69236.9552741585,31.047998787681,5.4,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N88","NTC1","ok",1932955.10810811,69661.5140450229,-94.3118456185772,-5.7,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N88","NTC2","ok",1923751.5,69260.8154863365,23.855074027253,-6.8,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N88","TestSB","ok",1926619.72972973,69385.6043487863,-13.027188493183,-46.3,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N89","NTC1","ok",1924372.2972973,69287.8181201916,15.8679549774234,-5.1,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N89","NTC2","ok",1928793.83783784,69480.2454823817,-40.9496740575293,-7,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N89","TestSB","ok",1928790.83783784,69480.1148586538,-40.9111647303035,-27.7,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N90","NTC1","ok",1922696.64864865,69214.9412476754,37.4322133814786,-5.2,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N90","NTC2","ok",1929804.22972973,69524.2440258383,-53.9163325091607,-4.5,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N90","TestSB","ok",1930133.40540541,69538.5803938853,-58.1393731764734,-9.1,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N91","NTC1","ok",1925279.16216216,69327.2702675879,4.20464165956957,-43.6,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N91","NTC2","ok",1924416.04054054,69289.720943684,15.3052493221679,-9,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1646616679634,"N91","TestSB","ok",1924489.06756757,69292.8976468122,14.3658686592829,-13.3,30,6.3,8.4,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N29","NTC1","ok",1928563,69470.1947638758,-38.9563571642668,-30.6,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N29","NTC2","ok",1931205.77464789,69585.2916595034,-72.8622713534719,-4.8,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N29","TestSB","ok",1924016.91549296,69272.3597406906,19.4699859029583,-3.9,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N97","NTC1","ok",1922466.29577465,69204.9248656807,39.428059949671,-3.4,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N97","NTC2","ok",1927679.30985915,69431.7233855315,-27.6092337705052,-4.8,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N97","TestSB","ok",1928042.69014085,69447.5422258731,-32.2758471329223,-12.5,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N98","NTC1","FAULTY",2305169.36619718,86563.8999566183,-4487.68895204938,-4456.6,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N98","NTC2","FAULTY",2205492.25352113,81899.9140932766,-3378.34446952306,-3323.3,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N98","TestSB","FAULTY",2128688.23943662,78376.3304520757,-2492.43118410351,-2499.9,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N99","NTC1","ok",1931904.04225352,69615.7132847925,-81.813579880361,-13.7,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N99","NTC2","ok",1927489.12676056,69423.4447418227,-25.1665312038369,-3.9,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1636916848885,"N99","TestSB","ok",1923012.1971831,69228.6629833647,32.4000317730508,6.7,30,5.2,-5.3,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N88","NTC1","ok",1932895.81666667,69658.9301111484,-95.1666520802057,-6.6,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N88","NTC2","ok",1923641.2,69256.0181796682,23.6600561961673,-7,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N88","TestSB","ok",1926543.8,69382.2998551339,-13.6658559727714,-46.9,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N89","NTC1","ok",1924229.1,69281.5891885486,16.0957252704073,-4.9,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N89","NTC2","ok",1928754.31666667,69478.5246882795,-42.0567373291583,-8.1,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N89","TestSB","ok",1928721.61666667,69477.1009063996,-41.6369746185516,-28.4,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N90","NTC1","ok",1922667.71666667,69213.6831774348,36.1903200016691,-6.5,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N90","NTC2","ok",1929787.1,69523.4980141364,-55.3109334078776,-5.9,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N90","TestSB","ok",1930073.31666667,69535.9633130211,-58.98291550481,-10,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N91","NTC1","ok",1925163.36666667,69322.2322822732,4.07923866136528,-43.7,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N91","NTC2","ok",1924264.98333333,69283.1500576455,15.6340952014951,-8.7,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1630472889715,"N91","TestSB","ok",1924166.65,69278.8727397313,16.8991480035068,-10.8,30,4.4,-0.2,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N29","NTC1","ok",1928536.43333333,69469.0380789341,-40.6439498138553,-32.3,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N29","NTC2","ok",1931207.08333333,69585.3486710768,-74.9077048006228,-6.8,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N29","TestSB","ok",1924026.05,69272.7570581299,17.3238057194709,-6,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N97","NTC1","ok",1922524.95,69207.4752667596,36.644191853199,-6.1,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N97","NTC2","ok",1927752,69434.8876672048,-30.5714571969276,-7.8,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N97","TestSB","ok",1928127.31666667,69451.226405954,-35.3911768059021,-15.6,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N98","NTC1","FAULTY",2300172.75,86327.6079062072,-4435.13454984985,-4404,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N98","NTC2","FAULTY",2192651.3,81306.6045564756,-3234.2141345347,-3179.2,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N98","TestSB","FAULTY",2110702.01666667,77559.7998245194,-2282.81397420044,-2290.4,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N99","NTC1","ok",1931908.08333333,69615.8893570618,-83.8940291263697,-15.8,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N99","NTC2","ok",1927499.5,69423.8962787012,-27.3284245721044,-6,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1616630307094,"N99","TestSB","ok",1922888.61666667,69223.2889308773,31.9622111144753,6.3,30,5.7,-5.9,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N92","NTC1","ok",1924978.9,69314.2068390551,4.57940834698078,-46,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N92","NTC2","ok",1923757.98333333,69261.0974712057,20.2852697132094,-8.6,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N92","TestSB","ok",1929752.31666667,69521.9831841698,-56.7366491397969,-13.8,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N93","NTC1","ok",1930073.43333333,69535.9683942414,-60.8564110957879,-11.8,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N93","NTC2","ok",1924878.71666667,69309.8483773759,5.867815472552,-8,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N93","TestSB","ok",1924772.71666667,69305.2369652855,7.23109598373739,-8.9,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N94","NTC1","ok",1930048.11666667,69534.8657724435,-60.5316344888287,-5.2,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N94","NTC2","ok",1928160.93333333,69452.6899120724,-36.3105712875758,-7.6,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N94","TestSB","ok",1930909.78333333,69572.3975086676,-71.5833505698846,-9.2,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N96","NTC1","ok",1927040.86666667,69403.9333903936,-21.9246047360038,-5.9,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N96","NTC2","ok",1930129.48333333,69538.4095724905,-61.5754382487275,-6.6,30,4.4,-0.2,TRUE
"A_20260703-234444_multiday_-35to0",-20,-20.1611752900378,"N96","TestSB","ok",1924182.91666667,69279.5803033295,14.8178751504098,-37.1,30,4.4,-0.2,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N92","NTC1","ok",1924610.41666667,69298.1764892231,5.14867566463195,-45.4,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N92","NTC2","ok",1923399.51666667,69245.5069835578,20.7284309523779,-8.2,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N92","TestSB","ok",1929401.78333333,69506.7179348465,-56.4086747289103,-13.4,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N93","NTC1","ok",1929699.75,69519.6939036002,-60.2321035620683,-11.2,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N93","NTC2","ok",1924553.95,69295.7200991148,5.8749870104613,-8,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N93","TestSB","ok",1924470.45,69292.0877708582,6.94905531475243,-9.2,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N94","NTC1","ok",1929722.28333333,69520.6752280359,-60.5212228793413,-5.2,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N94","NTC2","ok",1927854.23333333,69439.3380807283,-36.5420574018991,-7.9,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N94","TestSB","ok",1930499.05,69554.5062659342,-70.4857874801483,-8.1,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N96","NTC1","ok",1926697.55,69388.9911758902,-21.6834531862524,-5.7,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N96","NTC2","ok",1929743.55,69521.6013936538,-60.7940870372907,-5.9,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.1570053713372,"N96","TestSB","ok",1923739.13333333,69260.2776139807,16.3579102122675,-35.5,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N88","NTC1","ok",1932499.90540541,69641.6770627778,-96.7803044073463,-8.2,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N88","NTC2","ok",1923178.14864865,69235.8798152481,22.9333565676342,-7.8,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N88","TestSB","ok",1926052.75675676,69360.9307582007,-14.0411506776417,-47.3,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N89","NTC1","ok",1923777.71621622,69261.9557319012,15.2171899307945,-5.8,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N89","NTC2","ok",1928229.17567568,69455.6608843974,-42.0009755998905,-8.1,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N89","TestSB","ok",1928179.10810811,69453.4811577783,-41.3581031635175,-28.1,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N90","NTC1","ok",1922182.06756757,69192.5665224538,35.7574435528392,-6.9,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N90","NTC2","ok",1929271.40540541,69501.040449119,-55.3797700425918,-5.9,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N90","TestSB","ok",1929509.63513514,69511.4146105936,-58.4369073711315,-9.4,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N91","NTC1","ok",1924677.12162162,69301.0782998694,3.64645492554416,-44.2,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N91","NTC2","ok",1923805.33783784,69263.1571110276,14.8617661287318,-9.4,30,5.7,-5.9,TRUE
"B_20260705-091555_-37to-15",-20,-20.156361127892,"N91","TestSB","ok",1923702.22972973,69258.6725474766,16.1885436743177,-11.5,30,5.7,-5.9,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N88","NTC1","ok",1711563.19178082,60238.9847167251,-93.6684588316083,-4.8,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N88","NTC2","ok",1703276.31506849,59894.8489269561,25.724004051888,-6.1,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N88","TestSB","ok",1705891.34246575,60003.3801888323,-12.0118907337528,-37,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N89","NTC1","ok",1703956.26027397,59923.0628667246,15.9067720611645,-4.8,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N89","NTC2","ok",1707924.02739726,60087.7839791367,-41.3060019881684,-6.5,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N89","TestSB","ok",1707911.78082192,60087.275352305,-41.1296102715752,-22.6,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N90","NTC1","ok",1702494.84931507,59862.4274551966,37.011667268537,-5.2,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N90","NTC2","ok",1708743.2739726,60121.8120563099,-53.1031412133629,-4.7,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N90","TestSB","ok",1709058.49315068,60134.9065129145,-57.6408467004157,-8.8,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N91","NTC1","ok",1704711.06849315,59954.3879522982,5.01305322516288,-37.4,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N91","NTC2","ok",1703895.28767123,59920.5326777995,16.7869573385317,-8.9,30,7.7,9.8,TRUE
"A_20260703-234444_multiday_-35to0",-17,-17.1637216412544,"N91","TestSB","ok",1703890.39726027,59920.3297411198,16.8575554010957,-12.4,30,7.7,9.8,TRUE
